City	State	District-County Code	ZipCode	Long	Lowest Grade	School Code	phone	District name	AddressLine2	AddressLine1	Lat	Principal Name	ESD Name	School Type	Highest Grade	School name	ESD Code
Duvall	Washington	17407	98019-8618	-121.982018	K 	3101	(425) 844-4753	Riverview School District		26701 NE Cherry Valley Rd	47.746621	Darcy Becker	Puget Sound Educational Service District 121	Public School	5	Cherry Valley Elementary School	17801
Rochester	Washington	34401	98579-9356	-123.0407038	PK	2527	360.273.5161	Rochester School District		7440 James Rd	46.7942129	Karla Kyes	Educational Service District 113	Public School	2	Rochester Primary School	34801
Roosevelt	Washington	20403	99356-0248	-120.4147369	1	3530	(509)384-5462	Roosevelt School District		P.O. Box 248	45.8656341	Ken BeLieu	Educational Service District 112	Public School	6	Roosevelt Elementary School	6801
Rosalia	Washington	38320	99170	-117.3689729	PK	3204	509.523.3061	Rosalia School District		916 South Josephine	47.2309216	Darrell Kuhn	Educational Service District 101	Public School	12	Rosalia Elementary & Secondary School	32801
Royal City	Washington	13160	99357-0486	-119.674123	K 	3090	(509) 346-2206	Royal School District		PO Box 486	46.9004648	Theresa Eilers	Educational Service District 105	Public School	5	Red Rock Elementary	39801
Royal City	Washington	13160	99357-0486	-119.674123	9	3516	(509) 346-2256	Royal School District		PO Box 486	46.9004648	Jack Hill	Educational Service District 105	Public School	12	Royal High School	39801
Royal City	Washington	13160	99357-0486	-119.6277621	6	3620	(509) 346-2268	Royal School District	Box 486	921 Ahlers Road	46.9111037	David Jaderlund	Educational Service District 105	Public School	8	Royal Middle School	39801
FRIDAY HARBOR	Washington	28149	98250-0000	-123.0781062	K 	2520	360.378.5209	San Juan Island School District		PO BOX 458	48.5513671	Connie Martin	Northwest Educational Service District 189	Public School	6	Friday Harbor Elementary School	29801
Friday Harbor	Washington	28149	98250-0000	-123.0781062	9	2879	360.378.5215	San Juan Island School District		PO Box 458	48.5513671	Fred Woods	Northwest Educational Service District 189	Public School	12	Friday Harbor High School	29801
FRIDAY HARBOR	Washington	28149	98250-0000	-123.0781062	7	3011	360.378.5214	San Juan Island School District		PO BOX 458	48.5513671	Fred Woods	Northwest Educational Service District 189	Public School	8	Friday Harbor Middle School	29801
Friday Harbor	Washington	28149	98250-0000	-123.0781062	K 	1963	360.378.4133	San Juan Island School District		PO Box 458	48.5513671	Rick Thompson	Northwest Educational Service District 189	Public School	12	Griffin Bay School	29801
FRIDAY HARBOR	Washington	28149	98250-0000	-123.0781062	K 	4037	360.378.4133	San Juan Island School District		PO BOX 458	48.5513671	Rick Thompson	Northwest Educational Service District 189	Public School	8	Stuart Island Elementary	29801
Satsop	Washington	14104	98583-0000	-101.6574641	K 	2010	(360) 482-5330	Satsop School District	853 Monte-Elma Road	Box 96	21.146433	Marsha Hendrick	Educational Service District 113	Public School	6	Satsop Elementary	34801
SEATTLE	Washington	17001	98107-5314	-122.3910337	K 	2138	206.252.1300	Seattle Public Schools		6110 28 AV NW	47.6735299	Anne Johnson	Puget Sound Educational Service District 121	Public School	5	Adams Elementary School	17801
Seattle	Washington	17001	98118-3172	-122.2824712	6	3774	206.252.7700	Seattle Public Schools		3928 S GRAHAM ST	47.5462536	Mia Williams	Puget Sound Educational Service District 121	Public School	8	Aki Kurose Middle School	17801
SEATTLE	Washington	17001	98116-2820	-122.4078267	PK	2181	206.252.9050	Seattle Public Schools		3010 59 AV SW	47.5773358	Chanda Oatis	Puget Sound Educational Service District 121	Public School	5	Alki Elementary School	17801
Seattle	Washington	17001	98103	-122.3400034	K 	5292	206.252.5914	Seattle Public Schools		4400 Interlake Avenue N	47.6599142	Rina Geoghagan	Puget Sound Educational Service District 121	Public School	5	APP at Lincoln	17801
SEATTLE	Washington	17001	98146-1151	-122.378	K 	2730	206.252.9250	Seattle Public Schools		3701 SW 104 ST	47.50951	Christy Collins	Puget Sound Educational Service District 121	Public School	5	Arbor Heights Elementary School	17801
SEATTLE	Washington	17001	98103-7803	-122.3491539	K 	3717	206.252.6015	Seattle Public Schools		3921 LINDEN AV N	47.6550311	Katrina Pearl	Puget Sound Educational Service District 121	Public School	5	B F Day Elementary School	17801
SEATTLE	Washington	17001	98122-5430	-122.3152885	PK	2307	206.252.2810	Seattle Public Schools		1301 E YESLER WY	47.6018456	Greg  Imel	Puget Sound Educational Service District 121	Public School	5	Bailey Gatzert Elementary School	17801
SEATTLE	Washington	17001	98117-5237	-122.374338	9	2220	206.252.1000	Seattle Public Schools		1418 NW 65 ST	47.676859	Keven Wynkoop	Puget Sound Educational Service District 121	Public School	12	Ballard High School	17801
SEATTLE	Washington	17001	98144-4205	-122.315341	K 	2070	206.252.2700	Seattle Public Schools		2025 14 AV S	47.585069	Kelly Aramaki	Puget Sound Educational Service District 121	Public School	5	Beacon Hill International School	17801
Seattle	Washington	17001	98124-1165	-122.33	PK	5048	206.252.0887	Seattle Public Schools		P.O. Box 34165	47.61	Julie Mack	Puget Sound Educational Service District 121	Public School	PK	Birth to 3 Contracts	17801
SEATTLE	Washington	17001	98133-7309	-122.3549098	PK	2209	206.252.4080	Seattle Public Schools		13052 GREENWOOD AV N	47.7247913	Robert Wyeth Jessee	Puget Sound Educational Service District 121	Public School	8	Broadview-Thomson K-8 School	17801
SEATTLE	Washington	17001	98115-7318	-122.2921117	K 	2372	206.252.5200	Seattle Public Schools		3311 NE 60 ST	47.6711946	Kim Fox	Puget Sound Educational Service District 121	Public School	5	Bryant Elementary School	17801
SEATTLE	Washington	17001	98117-2306	-122.3734743	K 	1751	206.252.4720	Seattle Public Schools		1330 N 90 St	47.6942643	Treena Sterk	Puget Sound Educational Service District 121	Public School	12	Cascade Parent Partnership Program	17801
SEATTLE	Washington	17001	98199-3240	-122.3996966	K 	2838	206.252.1920	Seattle Public Schools		2550 34 AV W	47.6428057	Julie Cox	Puget Sound Educational Service District 121	Public School	8	Catharine Blaine K-8 School	17801
SEATTLE	Washington	17001	98126-3748	-122.3660844	9	3096	206.252.8550	Seattle Public Schools		2600 SW Thistle	47.5299735	Chris Kinsey	Puget Sound Educational Service District 121	Public School	12	Chief Sealth International High School	17801
SEATTLE	Washington	17001	98108-2823	-122.3142179	9	2392	206.252.7800	Seattle Public Schools		5511 15 AVE S	47.5523282	Princess Shareef	Puget Sound Educational Service District 121	Public School	12	Cleveland High School	17801
SEATTLE	Washington	17001	98108-4641	-122.3244432	PK	2199	206.252.2815	Seattle Public Schools		723 S CONCORD ST	47.5235924	Norma Zavala	Puget Sound Educational Service District 121	Public School	5	Concord International School	17801
SEATTLE	Washington	17001	98103-4835	-122.3423932	K 	2450	206.252.5110	Seattle Public Schools		7821 STONE AV N	47.686365	Erika Ayer	Puget Sound Educational Service District 121	Public School	5	Daniel Bagley Elementary School	17801
SEATTLE	Washington	17001	98126-3711	-122.3710053	6	2839	(206) 252-9000	Seattle Public Schools		8402 30 AV SW	47.5273663	Jeff Clark	Puget Sound Educational Service District 121	Public School	8	David T. Denny International School	17801
SEATTLE	Washington	17001	98108-3066	-122.295268	K 	3803	206.252.6930	Seattle Public Schools		2820 S ORCAS ST	47.552466	Angela Bogan	Puget Sound Educational Service District 121	Public School	5	Dearborn Park Elementary School	17801
SEATTLE	Washington	17001	98118-4905	-122.274738	PK	2321	206.252.7000	Seattle Public Schools		4525 S CLOVERDALE ST	47.524971	Winifred Todd	Puget Sound Educational Service District 121	Public School	5	Dunlap Elementary School	17801
SEATTLE	Washington	17001	98115-4709	-122.294437	6	2729	206.252.5010	Seattle Public Schools		3003 NE 75 ST	47.6816389	Sherri Kokx	Puget Sound Educational Service District 121	Public School	8	Eckstein Middle School	17801
SEATTLE	Washington	17001	98108-2145	-96.052661	6	1750	206.252.6816	Seattle Public Schools		1330 N 90 St	41.2721426	Kaaren Andrews	Puget Sound Educational Service District 121	Public School	12	Education Service Centers	17801
SEATTLE	Washington	17001	98118-5818	-122.258828	K 	2118	206.252.7100	Seattle Public Schools		9709 60 AV S	47.5147059	Kristina  Bellamy-McCllain	Puget Sound Educational Service District 121	Public School	5	Emerson Elementary School	17801
SEATTLE	Washington	17001	98195-7925	-122.3075631	PK	1808	206.252.0838	Seattle Public Schools		1959 NE PACIFIC ST	47.6489651	Julie Mack	Puget Sound Educational Service District 121	Public School	K 	Experimental Education Unit	17801
SEATTLE	Washington	17001	98144-6139	-122.295506	9	2182	206.252.6150	Seattle Public Schools		3013 S MT BAKER BV	47.575869	Jennifer Wiley	Puget Sound Educational Service District 121	Public School	12	Franklin High School	17801
SEATTLE	Washington	17001	98119-2513	-122.365601	K 	2090	206.252.2000	Seattle Public Schools		2424 7 AV W	47.640656	Virginia  Turner	Puget Sound Educational Service District 121	Public School	5	Frantz Coe Elementary School	17801
SEATTLE	Washington	17001	98122-4928	-122.301807	9	2306	206.252.2270	Seattle Public Schools		400 23 Ave	47.605334	Ted Howard II	Puget Sound Educational Service District 121	Public School	12	Garfield High School	17801
SEATTLE	Washington	17001	98136-1752	-122.389126	K 	2139	(206) 252-9400	Seattle Public Schools		4320 SW MYRTLE ST	47.54026	Rhonda Claytor	Puget Sound Educational Service District 121	Public School	5	Gatewood Elementary School	17801
SEATTLE	Washington	17001	98118-2938	-122.2683764	PK	3378	206.252.7600	Seattle Public Schools		5149 S GRAHAM ST	47.5458404	Laurie Morrison	Puget Sound Educational Service District 121	Public School	5	Graham Hill Elementary School	17801
SEATTLE	Washington	17001	98117-3052	-122.3594624	PK	2123	(206) 252-1400	Seattle Public Schools		144 NW 80 ST	47.6874267	Walter Trotter	Puget Sound Educational Service District 121	Public School	5	Greenwood Elementary School	17801
SEATTLE	Washington	17001	98103-7519	-122.3400034	6	2371	206.252.5815	Seattle Public Schools		4400 Interlake Ave N	47.6599142	Lucinda Watters	Puget Sound Educational Service District 121	Public School	8	Hamilton International Middle School	17801
SEATTLE	Washington	17001	98118-1320	-122.2835196	PK	4248	206.252.7210	Seattle Public Schools		4100 39 AV S	47.5656102	Sandra Scott	Puget Sound Educational Service District 121	Public School	5	Hawthorne Elementary School	17801
Seattle		17001	98134	-122.3310012	PK	2012	(206) 252-0964	Seattle Public Schools		2445 3rd Ave S	47.5809968	Laura Garcia	Puget Sound Educational Service District 121	Public School	PK	Head Start	17801
SEATTLE	Washington	17001	98106-2421	-122.348655	PK	2269	206.252.8240	Seattle Public Schools		1012 SW TRENTON ST	47.525611	Ben Ostrom	Puget Sound Educational Service District 121	Public School	5	Highland Park Elementary School	17801
SEATTLE	Washington	17001	98109-5517	-122.3333524	PK	4277	206.252.0832	Seattle Public Schools		527 MINOR AV N	47.6237998	Joanne Bell	Puget Sound Educational Service District 121	Public School	12	Hutch School	17801
SEATTLE	Washington	17001	98133-7709	-122.3379078	9	3276	(206) 252-3880	Seattle Public Schools		1819 N 135 ST	47.7260638	Martin Floe	Puget Sound Educational Service District 121	Public School	12	Ingraham High School	17801
SEATTLE	Washington	17001	98124-1165	-122.33	6	1635	206.252.6816	Seattle Public Schools	MS 33-155	PO BOX 34165	47.61	Kaaren Andrews	Puget Sound Educational Service District 121	Public School	12	Interagency Programs	17801
SEATTLE	Washington	17001	98124-1165	-122.33	6	1635	206.252.6186	Seattle Public Schools	MS 33-155	PO BOX 34165	47.61	Robert Gary	Puget Sound Educational Service District 121	Public School	12	Interagency Programs	17801
Seattle	Washington	17001	98125-6805	-122.2932309	K 	5175	206.252.4500	Seattle Public Schools		11051 34 AVE NE	47.710453	Debbie Nelsen	Puget Sound Educational Service District 121	Public School	8	Jane Addams K-8	17801
SEATTLE	Washington	17001	98109-3177	-122.351958	K 	2063	206.252.2100	Seattle Public Schools		201 GARFIELD ST	47.6328507	Karen Hanson	Puget Sound Educational Service District 121	Public School	5	John Hay Elementary School	17801
SEATTLE	Washington	17001	98144-6917	-122.290749	K 	2143	(206) 252-7400	Seattle Public Schools		3301 S HORTON ST	47.573151	Awnie Thompson	Puget Sound Educational Service District 121	Public School	5	John Muir Elementary School	17801
SEATTLE	Washington	17001	98116-3330	-122.3907689	6	2435	206.252.9200	Seattle Public Schools		3429 45 Ave SW	47.5725308	Henterson Carlisle	Puget Sound Educational Service District 121	Public School	8	Madison Middle School	17801
SEATTLE	Washington	17001	98122-5129	-122.290859	PK	2069	206.252.3100	Seattle Public Schools		1121 33 AV	47.612342	Farah Thaxton	Puget Sound Educational Service District 121	Public School	8	Madrona K-8 School	17801
SEATTLE	Washington	17001	98108-1834	-122.3189031	K 	2353	206.252.8310	Seattle Public Schools		4925 CORSON AV S	47.5580832	Patricia Hunter	Puget Sound Educational Service District 121	Public School	5	Maple Elementary School	17801
SEATTLE	Washington	17001	98126-3503	-122.3747815	PK	2089	206.252.6770	Seattle Public Schools		7740 34 AVE SW	47.5327938	Cothron McMillian	Puget Sound Educational Service District 121	Public School	5	Martin Luther King Jr. Elementary School	17801
SEATTLE	Washington	17001	98119-2601	-122.3583032	6	3517	206.252.1900	Seattle Public Schools		1915 1 AV W	47.6357187	Sarah Pritchett	Puget Sound Educational Service District 121	Public School	8	McClure Middle School	17801
SEATTLE	Washington	17001	98112-2845	-122.28482	K 	2201	206.252.3160	Seattle Public Schools		1617 38 AV E	47.633989	Mary Lane	Puget Sound Educational Service District 121	Public School	5	McGilvra Elementary School	17801
SEATTLE	Washington	17001	98108-1565	-122.311661	6	3095	206.252.5815	Seattle Public Schools		1600 S COLUMBIAN WY	47.563877	Christopher Carter	Puget Sound Educational Service District 121	Public School	8	Mercer Middle School	17801
SEATTLE	Washington	17001	98125-7136	-96.052661	9	1547	206.252.4785	Seattle Public Schools		1330 N 90 St	41.2721426	Cindy Nash	Puget Sound Educational Service District 121	Public School	12	Middle College High School	17801
SEATTLE	Washington	17001	98112-2646	-122.3038175	K 	2322	206.252.3300	Seattle Public Schools		2409 22 AV E	47.6406258	Claudia Allan	Puget Sound Educational Service District 121	Public School	5	Montlake Elementary School	17801
SEATTLE	Washington	17001	98125-7937	-122.2956588	9	3479	206.252.3680	Seattle Public Schools		10750 30 AV NE	47.7075329	Jill  Hudson	Puget Sound Educational Service District 121	Public School	12	Nathan Hale High School	17801
SEATTLE	Washington	17001	98117-2801	-122.3871449	K 	3218	206.252.1510	Seattle Public Schools		9018 24 AV NW	47.6947693	Robert Sammons	Puget Sound Educational Service District 121	Public School	5	North Beach Elementary School	17801
SEATTLE	Washington	17001	98125-4713	-93.3091013	PK	3027	206.252.4180	Seattle Public Schools		11725 1 AV NE	41.9048541	Stan Jascot	Puget Sound Educational Service District 121	Public School	5	Northgate Elementary School	17801
SEATTLE	Washington	17001	98122-5364	-122.305968	9	3868	206.252.3500	Seattle Public Schools		300 20 AVE E	47.604455	Mark Perry	Puget Sound Educational Service District 121	Public School	12	Nova High School	17801
SEATTLE	Washington	17001	98125-4122	-122.3067386	PK	2976	206.252.4300	Seattle Public Schools		13018 20 AV NE	47.7237304	Helen Joung	Puget Sound Educational Service District 121	Public School	5	Olympic Hills Elementary School	17801
SEATTLE	Washington	17001	98125-4122	-122.3067386	PK	2976	206.252.4300	Seattle Public Schools		13018 20 AV NE	47.7237304	Zoe Jenkins	Puget Sound Educational Service District 121	Public School	5	Olympic Hills Elementary School	17801
SEATTLE	Washington	17001	98115-2128	-122.3212309	K 	2256	206.252.5505	Seattle Public Schools		504 NE 95 ST	47.6982079	Sandra Powell	Puget Sound Educational Service District 121	Public School	5	Olympic View Elementary School	17801
SEATTLE	Washington	17001	98118-2313	-122.2759443	K 	4065	206.252.6900	Seattle Public Schools		5215 46 AVE S	47.5547498	Concepcion Pedroza	Puget Sound Educational Service District 121	Public School	8	Orca K-8 School	17801
SEATTLE	Washington	17001	98116-4037	-122.3579696	K 	1620	206.252.9710	Seattle Public Schools		1901 SW Genesee St	47.5626837	David Dockendorf	Puget Sound Educational Service District 121	Public School	8	Pathfinder K-8 School	17801
SEATTLE	Washington	17001	98125-6310	-122.3146593	PK	3874	206.252.4600	Seattle Public Schools		11530 12 AV NE	47.7133746	Roy Merca	Puget Sound Educational Service District 121	Public School	8	Pinehurst K-8 School	17801
Seattle	Washington	17001	98124-1165	-122.33	PK	5046	206.252.0805	Seattle Public Schools	MS-31-720	PO BOX 34165	47.61	Becky Clifford	Puget Sound Educational Service District 121	Public School	12	Private School Services	17801
SEATTLE	Washington	17001	98109-2128	-122.3049677	6	1596	206.252.2200	Seattle Public Schools		301 21st Ave E	47.6221886	Martin O'Callaghan	Puget Sound Educational Service District 121	Public School	12	Seattle World School	17801
SEATTLE	Washington	17001	98118-4631	-122.2708841	9	3778	206.252.6600	Seattle Public Schools		8601 Rainier Ave S	47.5256035	Barbara Moore	Puget Sound Educational Service District 121	Public School	12	South Lake High School	17801
SEATTLE	Washington	17001	98118-1734	-122.2718274	PK	4218	206.252.7600	Seattle Public Schools		4800 S Henderson St	47.5240525	Keisha Scarlett	Puget Sound Educational Service District 121	Public School	7	South Shore K-8 School	17801
SEATTLE	Washington	17001	98112-3321	-122.3075876	K 	2080	206.252.3400	Seattle Public Schools		1242 18 AV E	47.6315538	Kelley Archer	Puget Sound Educational Service District 121	Public School	5	Stevens Elementary School	17801
SEATTLE	Washington	17001	98109-4623	-122.3545531	9	1856	206.252.9850	Seattle Public Schools		305 HARRISON ST	47.6219664	Oksana Britsova	Puget Sound Educational Service District 121	Public School	12	The Center School	17801
Seattle	Washington	17001	98124-1165	-122.3379498	9	5260	206.252.0733	Seattle Public Schools	MS:31-671	Seattle Public Schools	47.6572508	Shepherd Siegel	Puget Sound Educational Service District 121	Public School	12	The Seattle Public Schools Skills Center	17801
SEATTLE	Washington	17001	98115-5109	-122.282825	PK	3974	206.252.5300	Seattle Public Schools		7711 43 AV NE	47.685571	John Miner	Puget Sound Educational Service District 121	Public School	5	Thornton Creek Elementary School	17801
SEATTLE	Washington	17001	98144-3727	-122.299264	PK	2141	206.252.2800	Seattle Public Schools		2401 S IRVING ST	47.590961	Julie Breidenbach	Puget Sound Educational Service District 121	Public School	5	Thurgood Marshall Elementary	17801
SEATTLE	Washington	17001	98102-3264	-122.324146	PK	1579	206.252.3510	Seattle Public Schools		2500 FRANKLIN AV E	47.6425198	Christopher Scott	Puget Sound Educational Service District 121	Public School	8	Tops K-8 School	17801
SEATTLE	Washington	17001	98108-3915	-122.288889	K 	2120	206.252.7500	Seattle Public Schools		8311 BEACON AV S	47.5290446	Po-yuk Tang	Puget Sound Educational Service District 121	Public School	5	Van Asselt Elementary School	17801
SEATTLE	Washington	17001	98115-6127	-122.2764998	PK	2667	(206) 252-5600	Seattle Public Schools		7047 50 AV NE	47.6806999	Terri Skjei	Puget Sound Educational Service District 121	Public School	5	View Ridge Elementary School	17801
SEATTLE	Washington	17001	98177-4809	-122.3607916	PK	2977	206.252.4405	Seattle Public Schools		10525 3 AV NW	47.706399	Michelle Ota	Puget Sound Educational Service District 121	Public School	5	Viewlands Elementary School	17801
SEATTLE	Washington	17001	98144-2226	-122.3041373	6	4064	(206) 252-2600	Seattle Public Schools		2101 S JACKSON ST	47.5982164	Jon Halfaker	Puget Sound Educational Service District 121	Public School	8	Washington Middle School	17801
SEATTLE	Washington	17001	98115-3446	-122.29738	K 	3026	206.252.5670	Seattle Public Schools		2720 NE 85 ST	47.6903879	Chris Cronas	Puget Sound Educational Service District 121	Public School	5	Wedgwood Elementary School	17801
SEATTLE	Washington	17001	98126-4208	-122.374133	PK	2645	206.252.9450	Seattle Public Schools		6760 34 AV SW	47.541578	Vicki Sacco	Puget Sound Educational Service District 121	Public School	5	West Seattle Elementary School	17801
SEATTLE	Washington	17001	98116-3302	-122.3845983	9	2234	206.252.8800	Seattle Public Schools		3000 CALIFORNIA AV SW	47.5769174	Ruth Medsker	Puget Sound Educational Service District 121	Public School	12	West Seattle High School	17801
SEATTLE	Washington	17001	98107-2718	-122.3618551	K 	2142	(206) 252-1600	Seattle Public Schools		5601 4 AV NW	47.6694457	Marilyn Loveness	Puget Sound Educational Service District 121	Public School	5	West Woodland Elementary School	17801
SEATTLE	Washington	17001	98117-2336	-122.3777192	6	3277	206.252.1200	Seattle Public Schools		9201 15 AV NW	47.6965669	Kleitsch Susan	Puget Sound Educational Service District 121	Public School	8	Whitman Middle School	17801
SEATTLE	Washington	17001	98117-5318	-122.3733987	K 	2092	206.252.1655	Seattle Public Schools		1320 NW 75 ST	47.6836772	Melissa Schweitzer	Puget Sound Educational Service District 121	Public School	5	Whittier Elementary School	17801
SEATTLE	Washington	17001	98118-4252	-122.284889	K 	3581	206.252.7630	Seattle Public Schools		3701 S KENYON ST	47.530511	Davy Muth	Puget Sound Educational Service District 121	Public School	5	Wing Luke Elementary School	17801
Mount Vernon	Washington	29101	98274-8180	-122.2412284	K 	2521	360.855.3525	Sedro-Woolley School District		16802 Lake View Blvd.	48.4020461	Jennifer Allen	Northwest Educational Service District 189	Public School	6	Big Lake Elementary School	29801
Sedro-Woolley	Washington	29101	98284-0000	-122.2246243	7	3181	360.855.3020	Sedro-Woolley School District		201 N. Township	48.5120987	Scott McPhee	Northwest Educational Service District 189	Public School	8	Cascade Middle School	29801
Clear Lake	Washington	29101	98235-0000	-122.2339506	K 	3403	360.855.3530	Sedro-Woolley School District		PO BOX 128	48.4622454	Henk Kruithof	Northwest Educational Service District 189	Public School	6	Clear Lake Elementary School	29801
Selah	Washington	39119	98942-0000	-120.527247	10	2388	509.697.0805	Selah School District		801 North First Street	46.663572	Rich Rees	Educational Service District 105	Public School	12	Selah High School	39801
Selah	Washington	39119	98942	-120.5318636	K 	5231	509.697.0703	Selah School District		105 West Bartlett	46.6573026	Shane Backlund	Educational Service District 105	Public School	8	Selah HomeLink	39801
Selah	Washington	39119	98942-0000	-120.5481428	5	4546	509.698.0406	Selah School District		1401 West Fremont Avenue	46.65721	Chad Quigley	Educational Service District 105	Public School	7	Selah Intermediate	39801
Selah	Washington	39119	98942-0000	-120.5269052	8	4161	509.697.0502	Selah School District		411 North First Street	46.6611307	Marc Gallaway	Educational Service District 105	Public School	9	Selah Junior High School	39801
Selah	Washington	39119	98942	-120.5318636	PK	5232	509.697.0716	Selah School District		105 West Bartlett	46.6573026	Dana Flyde	Educational Service District 105	Public School	PK	Selah Preschool	39801
Metaline Falls	Washington	26070	99153	-73.9756246	PK	5075	509.446.4225	Selkirk School District	PO Box 68	219 Park Avenue	40.7547372	Nancy Lotze	Educational Service District 101	Public School	5	Selkirk Elementary	32801
Ione	Washington	26070	99139-9613	-94.9087593	9	5226	509.446.3505	Selkirk School District		10372 Highway 31	38.0953577	Larry  Reed	Educational Service District 101	Public School	12	Selkirk High School	32801
Ione	Washington	26070	99139-9613	-94.9087593	6	5225	509.446.3505	Selkirk School District		10372 Highway 31	38.0953577	Larry Reed	Educational Service District 101	Public School	8	Selkirk Middle School	32801
Sequim	Washington	5323	98382-0000	-123.1759144	K 	4378	360.582.3300	Sequim School District		171 Carlsborg Rd.	48.0816548	Donna Hudson	Olympic Educational Service District 114	Public School	5	Greywolf Elementary School	18801
Sequim	Washington	5323	98382-0000	-123.105447	K 	2722	360.582.3200	Sequim School District		350 W. Fir Street	48.084865	Russell Lodge	Olympic Educational Service District 114	Public School	5	Helen Haller Elementary School	18801
Sequim	Washington	5323	98382-3356	-123.106447	PK	1708		Sequim School District		220 W Alder	48.0829466		Olympic Educational Service District 114	Public School	12	Sequim Community School	18801
Sequim	Washington	5323	98382-0000	-123.112106	6	4519	360.582.3500	Sequim School District		301 W. Hendrickson Rd.	48.0868677	Brian Jones	Olympic Educational Service District 114	Public School	8	Sequim Middle School	18801
Sequim	Washington	5323	98382-0000	-123.1032888	9	2471	360.582.3600	Sequim School District		601 N. Sequim Ave.	48.0837803	Shawn Langston	Olympic Educational Service District 114	Public School	12	Sequim Senior High	18801
Shaw Island	Washington	28010	98286-0426	-122.9293946	K 	3725	(360) 468-2570	Shaw Island School District		PO Box 426	48.5836081	Carolyn Haugen	Northwest Educational Service District 189	Public School	8	Shaw Island Elementary School	29801
Shelton	Washington	23309	98584-3699	-123.098819	PK	3291	(360) 426-3253	Shelton School District		350 E. University Ave.	47.201481	Carey Murray	Educational Service District 113	Public School	5	Bordeaux Elementary School	34801
Shelton	Washington	23309	98584-2562	-123.108755	K 	4288	360.426.7664	Shelton School District		807 W. Pine St.	47.215365	Stacey Anderson	Educational Service District 113	Public School	12	Choice Alternative School	34801
Shelton	Washington	23309	98584-2551	-123.110014	PK	2745	(360) 426-8281	Shelton School District		900 W. Franklin St.	47.215142	Steve Warner	Educational Service District 113	Public School	5	Evergreen Elementary School	34801
Shelton	Washington	23309	98584-1219	-123.1187171	PK	3292		Shelton School District		534 E. "K" St.	47.2270315		Educational Service District 113	Public School	5	Mountain View Elementary	34801
Shelton	Washington	23309	98584-9114	-123.121718	8	4363	360.426.7991	Shelton School District		3301 Shelton Springs Rd.	47.2328649	Bracken Budge	Educational Service District 113	Public School	9	Oakland Bay Junior High School	34801
Shelton	Washington	23309	98584	-123.116479	6	4586	(360) 462-6671	Shelton School District		800 E K St	47.229191	Eric Barkman	Educational Service District 113	Public School	7	Olympic Middle School	34801
Shoreline	Washington	17412	98155-6443	-122.2977449	K 	2990	206.368.4170	Shoreline School District		2715 N.E. 158th Street	47.7419147	Jonathan Nessan	Puget Sound Educational Service District 121	Public School	6	Briarcrest Elementary	17801
Lake Forest Park	Washington	17412	98155-5499	-122.2902157	K 	3230	(206)368-4142	Shoreline School District		17447 37th Avenue N.E.	47.7547936	Kathryn Noble	Puget Sound Educational Service District 121	Public School	6	Brookside Elementary	17801
Shoreline	Washington	17412	98133	-122.3368952	K 	1942	206.393.4180	Shoreline School District		17077 Meridian Ave N	47.7548485	Trinh Pham	Puget Sound Educational Service District 121	Public School	8	Cascade K-8 Community School	17801
Shoreline	Washington	17412	98133	-122.3368952	PK	5287	206-393-4250	Shoreline School District		17077 Meridian Ave N	47.7548485	Hillery Clark	Puget Sound Educational Service District 121	Public School	PK	Early Childhood Education	17801
Shoreline	Washington	17412	98133-4155	-122.339329	K 	3104	206.393.4337	Shoreline School District		19345 Wallingford Ave. N.	47.769642	Michelle Carroll	Puget Sound Educational Service District 121	Public School	6	Echo Lake Elementary School	17801
Shoreline	Washington	17412	98155-2148	-122.3591304	PK	1667	(206) 361-4238	Shoreline School District		18560 1st Avenue N.E.	47.734118	Sue Walker	Puget Sound Educational Service District 121	Public School	12	Handicapped Contractual Services	17801
Shoreline	Washington	17412	98133-5698	-122.3596164	K 	3231	206.361.4341	Shoreline School District		100 N. 160th Street	47.7459139	Mike Van Orden	Puget Sound Educational Service District 121	Public School	6	Highland Terrace Elementary	17801
Shoreline	Washington	17412	98155	-122.3205995	K 	1771	(206) 366-7826	Shoreline School District		816 NE 190th	47.7672913	Ron Jones	Puget Sound Educational Service District 121	Public School	10	Home Education Exchange	17801
Shoreline	Washington	17412	98155-6426	-122.3031091	7	3387	206.393.4783	Shoreline School District		16045 25th Avenue N.E.	47.746226	Lisa Gonzalez-Scott	Puget Sound Educational Service District 121	Public School	8	Kellogg Middle School	17801
Lake Forest Park	Washington	17412	98155-2799	-122.2891862	K 	2185	206.368.4130	Shoreline School District		18500 37th Avenue N.E.	47.7625606	Aimee Miner	Puget Sound Educational Service District 121	Public School	6	Lake Forest Park Elementary	17801
Shoreline	Washington	17412	98133-5299	-122.3500973	9	3921	206.361.4374	Shoreline School District		17300 Fremont Avenue N.	47.7540587	Bill Dunbar	Puget Sound Educational Service District 121	Public School	12	Shorewood High School	17801
Snohomish	Washington	31201	98290-0000	-122.0983794	9	4265	360.563.3401	Snohomish School District		1601 Avenue D	47.9319407	June Shirey	Northwest Educational Service District 189	Public School	12	AIM High School	29801
Snohomish	Washington	31201	98290-0000	-122.0877134	K 	4366	360.563.7000	Snohomish School District		2401 Park Avenue	47.9417366	Tessa O'conner	Northwest Educational Service District 189	Public School	6	Cascade View Elementary	29801
